1h;4h;7h;10h;13h;16h;19h;22h
0.284090909;1;0.568181818;0.576704545;0.610795455;0.448863636;0.855113636;0.326704545
0.740466705;0.534433694;0.863403529;0.529311326;0.725668754;0.523619806;1;0.783722254
0.810294728;0.503528435;0.505603985;0.476546285;0.715649647;0.763802408;1;0.496886675
0.959802103;0.580705009;1;0.664811379;0.988249845;0.406307978;0.573902288;0.476808905
1;0.771328294;0.668196544;0.682775378;0.673866091;0.652807775;0.772408207;0.60637149
0;0.190072639;0.386198547;0.474576271;1;0.254237288;0.36440678;0.437046005
0.706739526;0.944444444;1;0.449908925;0.367941712;0.574225865;0.68579235;0.224043716
1;0.68769756;0.317992161;0.394993046;0.41762549;0.618030092;0.485396384;0.576305475
0.070323488;0.146741678;0.205813408;0.25222691;0.673230192;0.33286451;1;0.80684482
0.51763458;0.560328825;0.354547865;0.836117741;0.395120658;0.348448687;0.485812782;1
1;0.39;0.1;0.075;0.27;0.395;0.5;0.575
0;0.701974865;0.359066427;0.418312388;0.226211849;0.046678636;0.49551167;1
0.406139732;0.538461538;0.627028934;1;0.677840508;0.621383204;0.309809457;0.3701482
0.461145194;1;0.305725971;0.17791411;0.18404908;0.295501022;0.307770961;0.401840491
0.918450561;0.691471288;0.440876656;0.335711859;0.289840299;0.651885831;0.848453959;1
0.666455295;0.719720989;1;0.93088142;0.261889664;0.766645529;0.668357641;0.561192137
0.758488499;1;0.994888645;0.742789339;0.334246075;0.474990873;0.5954728;0.478824388
0.734887737;0.70984456;1;0.501727116;0.511226252;0.454231434;0.86701209;0.60880829
0.762602579;0.803048066;0.690504103;0.383352872;0.641852286;0.492966002;1;0.480656506
0.998427543;0.655838782;0.435322354;0.313291401;0.193908797;0.425184143;0.755979475;1
0.210970464;0.329113924;0.421940928;0.797468354;0.53164557;1;0.848101266;0.485232068
0;1;0;0;0.230769231;0;0;0.205128205
1;0.784;0.4;0.292;0.144;0.104;0.4;0.328
0.663716814;0.172566372;0.707964602;0.836283186;0.796460177;0.699115044;1;0.579646018
0;0;0;0;0;0;0;0
0.98178634;0.657793345;1;0.860245184;0.597548161;0.386690018;0.887915937;0.712084063
0.439813084;0.687476636;1;0.782242991;0.788598131;0.520747664;0.980373832;0.949906542
1;0.772590012;0.681533101;0.43554007;0.237630662;0.415098722;0.664576074;0.533101045
1;0.312;0.08;0.116;0.648;0.42;0.704;0.656
0.583961118;0.865370595;0.664641555;0.617982989;0.767922236;0.478979344;1;0.964277035
0;0;0;0;1;0;0;0
0.418987838;0.378710605;0.096639205;0.264155878;0.262978946;1;0.200209232;0.345233425
0.586794462;1;0.829605964;0.279020234;0.267305644;0.307774228;0.722044728;0.436634718
0.944661654;0.947443609;0.825488722;0.337593985;0.464360902;0.55518797;1;0.512781955
0.660346249;1;0.724237428;0.532976092;0.880461665;0.292662819;0.475680132;1
0.12217471;0.573610263;1;0.390348198;0.175320709;0.337202199;0.337202199;0.130116066
0.381679389;0;0.610687023;1;0.824427481;1;0.572519084;0.374045802
0.518134715;0.946459413;1;0.677029361;0.371329879;0.136442142;0.910189983;0.340241796
1;0.539833532;0.313198573;0.338644471;0.491082045;0.849940547;0.560998811;0.760285375
0.559904153;1;0.302715655;0.092651757;0.17172524;0.189297125;0.541533546;0.405750799
0.801742739;0.860580913;0.826639004;0.506473029;0.721078838;0.444896266;0.872614108;1
0.697643545;1;0.788250913;0.434118818;0.572187189;0.488549618;0.874543644;0.756388981
1;0.521083;0.478473147;0.632046161;0.844651576;0.536617843;0.668442077;0.705725699
1;0.5875;0.35;0.3275;0.09;0.525;0.25;0.7375
0.551034023;0.652601734;0.895597065;0.610740494;1;0.403268846;0.954302869;0.749166111
0.944946913;0.692489186;0.714510421;1;0.564687377;0.558002359;0.819111286;0.80574125
1;0.172949002;0.22172949;0.097560976;0.55654102;0.583148559;0.833702882;0.982261641
0.470772443;0.734864301;1;0.77348643;0.487473904;0.466597077;0.654488518;0.581419624
0.638297872;1;0.721276596;0.804255319;0.382978723;0.168085106;0.746808511;0.627659574
0.9375;0.4875;1;0.54375;0.5625;0.33125;0.94375;0.81875
0.318471338;1;0.636942675;0.280254777;0.114649682;0.165605096;0.318471338;0.210191083
0.82725724;1;0.48637138;0.356558773;0.495400341;0.295400341;0.551448041;0.65911414
0.560543946;0.559544046;1;0.698930107;0.549345065;0.570242976;0.820517948;0.431156884
0.942471786;0.741040462;0.960473438;1;0.960693642;0.652463529;0.697660336;0.909771539
0.344550669;0.583556405;1;0.311281071;0.672657744;0.31166348;0.930783939;0.658126195
0;1;0.256410256;0.192307692;0.230769231;0;0.320512821;0.205128205
0.951003062;0.838822574;0.491531779;0.723829761;0.402787326;0.556777701;0.809261921;1
0.61818569;1;0.905451448;0.863287905;0.542802385;0.632453152;0.823040886;0.64927598
0.3125;0.98125;1;0.54375;0;0.1625;0.46875;0.20625
0.838574423;0.819706499;0.545073375;0.731656184;0.828092243;0.660377358;1;0.995807128
0.935242839;0.389788294;0.447073474;0.542963885;0.514321295;0.916562889;1;0.795765878
0.667779633;0.914858097;1;0.898163606;0.41903172;0.657762938;0.754590985;0.876460768
1;0.83568722;0.44023424;0.350327248;0.111264209;0.597313124;0.769204271;0.587323458
0.4762153;0.652808549;0.749250619;1;0.2503584;0.486380816;0.526521569;0.737130197
0;0;0.222222222;0.488888889;1;0.288888889;0.555555556;0.177777778
1;0.711171662;0.289736603;0.264305177;0.178928247;0.477747502;0.433242507;0.356948229
0.98270624;0.731596167;0.713718158;0.799719561;0.65237205;0.70016359;0.74772143;1
0.983464309;0.961034709;1;0.616240995;0.705468238;0.735756385;0.986083824;0.724787164
0.503649635;0.509567962;0.862497534;0.501676859;0.966857368;0.502860525;1;0.685736832
0;0;0.506329114;0.556962025;0.227848101;1;0.316455696;0.202531646
0.19047619;0.521904762;0.266666667;0.443809524;0.443809524;0.2;0.813333333;1
0.785444234;0.34026465;0.841398866;1;0.750094518;0.933837429;0.948771267;0.557844991
0.291763792;0.767676768;0.593240093;0.496891997;0.770784771;0.331779332;0.731157731;1
0;0;0;0;0;1;0;0
0.64181057;0.767922554;0.830455259;1;0.892464678;0.715070644;0.649921507;0.926478284
0.468630849;0.786828423;0.885615251;0.836048527;0.628422877;0.300519931;0.80034662;1
0.517339861;0.510947912;0.746634027;0.403100775;0.893648851;0.325173399;1;0.947640419
0.833333333;0;1;0.725;0.45;0.441666667;0.833333333;0.816666667
0;0;0;0;0.692307692;1;0;0
0.641025641;1;0.512820513;0.371794872;0.230769231;0.679487179;0.320512821;0.846153846
0.452156057;0.85174538;1;0.560985626;0.449691992;0.1724846;0.546201232;0.700205339
0.210526316;0.494736842;0.755789474;0.673684211;0.414736842;0.553684211;0.686315789;1
0.66772554;0.721092757;0.760800508;0.932337992;0.461880559;0.692820839;0.502223634;1
0.53616573;0.59761236;0.707865169;1;0.59568118;0.461376404;0.484550562;0.546875
0.7819063;0.716208939;0.634356489;0.665051158;0.66720517;0.721593969;1;0.591276252
0;1;0;0.564102564;0;0;0;0.423076923
0.862068966;0;0.344827586;1;0.620689655;0.454022989;0.431034483;0.563218391
0;0;0;0;0.72;0;1;0
0.819056785;0.696823869;0.432146295;1;0.535611165;0.632338787;0.74879692;0.962463908
1;0.773931962;0.481606013;0.615110759;0.131329114;0.789952532;0.42681962;0.680973101
1;0.195;0.3;0.4725;0.45;0.7225;0.7525;0.575
0.368550369;0.432432432;0.563882064;1;0.551597052;0.71007371;0.616707617;0.846437346
0;0;0;0;0;0;0;0
0.922255704;0.832199742;0.445114077;0.471631511;0.636848902;1;0.821007318;0.61825226
0;0;0;0;0;0;0;0
0.414285714;0.293984962;0.165413534;0.043609023;0.269924812;0.296240602;1;0.443609023
0;0.181395349;0.279069767;0.269767442;1;0.120930233;0.581395349;0.381395349
1;0.943111497;0.773640213;0.623167951;0.481380958;0.621973727;0.629356205;0.772445988
0.814861198;0.947401378;1;0.819035692;0.584637863;0.565017742;0.743686078;0.900020872
0.581316554;0.700871249;0.656824782;0.457405615;0.243465634;0.432236205;0.813649564;1
0.238095238;0.185714286;0.19047619;0.485714286;0.428571429;1;0.595238095;0.39047619
0;0;0.4;0;0;0;1;0
0.465116279;0.362790698;0.465116279;0.609302326;1;0.609302326;0.934883721;0.688372093
0.429136454;0.618984838;1;0.325642716;0.449571523;0.485168095;0.363876071;0.27027027
0.470173791;0.34945984;0.178017849;0.123062471;0.076092062;1;0.247534054;0.261625176
0.465471448;0.415670651;0.371181939;0.434262948;0.405046481;0.663346614;1;0.381142098
1;0.13;0;0;0.18;0.35;0.333333333;0.163333333
0.960325203;0.738211382;0.26601626;0.354471545;0.262764228;1;0.424390244;0.703739837
0.800159872;0.604849454;1;0.758859579;0.459365841;0.693312017;0.896083133;0.668265388
1;0.703296703;0.698301698;0.348651349;0.17982018;0.393606394;0.677322677;0.999000999
0.29535865;0.561181435;0.505485232;0.662447257;1;0.532489451;0.847257384;0.733333333
0.702576112;0.733021077;0.327868852;0.170960187;0.210772834;0.245901639;1;0.960187354
1;0.782063197;0.704925651;0.682156134;0.850836431;0.635223048;0.933085502;0.723513011
0.27700831;0.650969529;0.332409972;0.202216066;0.448753463;0.146814404;0.833795014;1
0.812348442;0.759186719;0.372318597;0.561089349;0.428651371;0.612758814;0.88005969;1
1;0.802915767;0.630669546;0.400107991;0.22300216;0.581803456;0.596112311;0.593142549
0.574611749;0.898041864;0.431465226;0.392302498;0.630654963;0.550303849;1;0.564483457
0.525006099;0.945108563;0.793852159;0.574286411;0.595755062;0.43595999;0.881678458;1
0;0;0;0;0;0;0;0
0.132978723;0.311170213;0.106382979;0.154255319;0.095744681;0;1;0.218085106
0.501253133;0.588972431;1;0.802005013;0.180451128;0.13283208;0.629072682;0.288220551
1;0.773809524;0.853914447;0.478006457;0.402138822;0.31275222;0.465899919;0.65496368
0.809369952;0.948303716;1;0.563812601;0.725363489;0.297253635;0.81098546;0.662358643
0.625;0;1;0.81875;0.7875;0.9875;0.625;0.71875
0.765306122;1;0.510204082;0.224489796;0.275510204;0;0.510204082;0.336734694
0.752209782;0.415144372;0.64702416;0.736299352;0.893930466;0.704478491;0.680318209;1
0.421542553;0.641843972;1;0.528368794;0.398049645;0.372783688;0.489361702;0.399822695
0.290275762;0.795355588;0.319303338;0.210449927;0.18287373;0.114658926;0.181422351;1
1;0.754820937;0.604683196;0.28030303;0.358815427;0.615013774;0.570247934;0.19214876
0.951736746;0.901279707;0.693235832;0.802193784;0.571115174;0.576599634;1;0.713345521
0.53866846;1;0.442837929;0.210154674;0.205110962;0.141223941;0.337592468;0.688971083
1;0.659205776;0.663056558;0.762454874;0.479663057;0.562936221;0.676534296;0.92322503
1;0.721752498;0.767102229;0.893927748;0.910837817;0.424289008;0.945426595;0.983089931
0;1;0;0.384615385;0.461538462;0;0;0.41025641
0.661375661;0.518518519;0.476190476;1;0.285714286;0.555555556;0.994708995;0.608465608
1;0.520798669;0.099833611;0.169717138;0.269550749;0.612312812;0.334442596;0.545757072
0.943396226;0;0;0.283018868;0.339622642;1;0.471698113;0.301886792
0.562600321;0.471107544;0.929373997;0.617977528;0.273675762;0.506420546;0.342696629;1
0.683970856;0.713114754;1;0.383424408;0.131147541;0.215846995;0.43442623;0.627504554
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0.666666667;0.52;0;0.2;0.72;0;1;0.88
0.924319868;1;0.819620775;0.548722176;0.603792251;0.940313273;0.964056059;0.946084089
1;0.791368681;0.792601726;0.27595561;0.429346486;0.719358816;0.990135635;0.606411837
1;0.964150943;0.826415094;0.725749168;0.502108768;0.589123196;0.793784684;0.866148724
0.666666667;0;0.533333333;0.386666667;0.24;0.346666667;1;0.213333333
0.316455696;0;0.379746835;0.829113924;0.455696203;1;0.316455696;0.417721519
0.877313677;1;0.905651106;0.647502048;0.479279279;0.852252252;0.735790336;0.698280098
0.717928287;0.779282869;0.683665339;0.741035857;0.758565737;0.816733068;1;0.92749004
0.763358779;0;0.305343511;0.778625954;0.13740458;1;0.190839695;0.374045802
1;0.917091004;0.598119859;0.587217652;0.351612482;0.57298603;0.992753623;0.636832485
0;0.590909091;0.303030303;0.227272727;0.272727273;0;0.378787879;1
0.791065292;0.53814433;0.960137457;0.3395189;0.703092784;0.613745704;1;0.980068729
0;0;0;0;0;0;0;0
0.671640129;1;0.722358312;0.43040864;0.518761831;0.479902015;0.757209665;0.781316112
0;0;0;0;0;0;0;1
0.658413926;0.65106383;0.857253385;0.989555126;0.951644101;0.467698259;1;0.741972921
1;0.2925;0.3;0.29;0.045;0.525;0.1875;0.205
0.713163065;0.692043222;1;0.942043222;0.432220039;0.413064833;0.640962672;0.708742633
0.990519373;1;0.65004122;0.581203627;0.281121187;0.541632317;0.703215169;0.364798021
0.835654596;0.871866295;1;0.161559889;0.150417827;0.072423398;0.348189415;0.136490251
0.227790433;0.357630979;1;0.760820046;0.858769932;0.359908884;0.45785877;0.337129841
0.288648649;0.098738739;1;0.382342342;0.608288288;0.293693694;0.506306306;0.189189189
0.684338448;0.677654565;0.979492633;1;0.572687225;0.606714264;0.735682819;0.699832903
0.563585171;0.71609573;0.618019709;0.947911779;0.556076959;0.702956359;0.376818395;1
0.775367932;1;0.680092951;0.799380325;0.458559256;0.732765298;0.56390395;0.825716499
0.607650535;1;0.601022201;0.602299952;0.536256189;0.694617473;0.841718575;0.574748443
0.300448051;0.310930763;0.92137966;1;0.335446783;0.613154113;0.360639107;0.451855609
0.854700855;1;0.512820513;0.623931624;0.153846154;0.452991453;0.427350427;0.418803419
0.942736357;0.932359723;0.989623367;0.597617218;0.365872406;1;0.838970023;0.762490392
1;0.837164074;0.988154173;0.706506365;0.355551627;0.52970297;0.590169731;0.800035361
1;0.94;0.24;0.464;0.216;0.42;0.604;0.196
0.832588088;0.860847791;0.417814344;0.608120193;0.359685208;0.766231443;0.574494724;1
0.139275766;0.325905292;1;0.203342618;0.64902507;0.147632312;0.420612813;0.593314763
0;0.890909091;1;0.727272727;0.409090909;0.836363636;0.454545455;0.672727273
1;0.390761548;0.664585934;0.405326675;0.485642946;0.841864336;0.595089471;0.511860175
0.884430177;0.439807384;0.385232745;0.489566613;0.173354735;0.295345104;0.805778491;1
0.417246175;0.76216968;1;0.383866481;0.250347705;0.511821975;0.52294854;0.364394993
0.806994734;0.727556393;0.715010076;0.508223363;0.693232789;0.584216343;1;0.921861795
0.970712987;0.616441123;0.879014341;0.719046657;0.413451828;0.796202787;0.785699859;1
1;0.825830051;0.949352842;0.633652223;0.823297693;0.576814856;0.861564434;0.682611142
0.533965969;0.65052356;0.340968586;0.420353403;0.311387435;0.672447644;0.707853403;1
0.203252033;0.477642276;0.243902439;0.325203252;0.256097561;0.160569106;0.306910569;1
0.703268349;0.594610092;0.892775229;1;0.777236239;0.790997706;0.489105505;0.601777523
0;1;0;0;0;0.666666667;0.641025641;0.41025641
0.742480429;0.78986403;0.89658014;1;0.503090235;0.552121961;0.858261228;0.803873094
0.78721174;0.246331237;0.397274633;0.076519916;0.263102725;0.551362683;1;0.824947589
0.68841687;0.538202934;0.545996333;0.495262836;0.946515892;1;0.912591687;0.533618582
0;0.310344828;0.424403183;0.116710875;1;0;0.599469496;0.347480106
0.879391602;0.863538989;0.577335047;0.603898886;0.41538132;0.743144816;1;0.828834619
0.653594771;0.34204793;1;0.633986928;0.4291939;0.801742919;0.60130719;0.464052288
0;0;0;0;0;0;1;0.64
0;0;0;0;0;1;0;0
0.332327196;0.38967703;0.795351645;1;0.493208572;0.348928464;0.552973136;0.346513734
0.572059205;0.416515191;0.7774604;1;0.717995326;0.675668657;0.67125422;0.745001298
0.8;0.312;0.64;0.12;0.144;0;1;0.528
0.632911392;0;0.506329114;0.367088608;0.455696203;1;0.632911392;0.417721519
0.752688172;0.337634409;0.301075269;1;0.423655914;0.395698925;0.593548387;0.6
0.463793103;0.885560345;0.800215517;0.717241379;0.56487069;0.475646552;0.811206897;1
0.275984707;0.786343025;0.772028096;0.52582911;0.778963279;0.264070419;0.62469992;1
0.460122699;0.420245399;0.42791411;0.266871166;0.27607362;0.443251534;1;0.503067485
0.761622992;0.562130178;0.185967878;0.466610313;0.318681319;1;0.530008453;0.914623838
0.327868852;0.255737705;0.590163934;1;0.645901639;0.862295082;0.904918033;0.590163934
0.824336688;0.668293179;0.66554844;0.407746264;0.576700213;0.566331199;1;0.958320626
0;0.4875;1;0.54375;0.675;0.49375;0.625;0.20625
0.626304802;0.816283925;1;0.24217119;0.375782881;0.549060543;0.419624217;0.342379958
0.543478261;0.567028986;0.795289855;1;0.163043478;0.856884058;0.364130435;0.77173913
0.52196012;0.515052782;0.575003258;1;0.493679135;0.650723316;0.555975499;0.750032582
1;0.628;0.4;0.464;0.432;0.316;0.4;0.392
1;0.439450687;0.610486891;0.217852684;0.649812734;0.557428215;0.689138577;0.644818976
0.277777778;0.65;0.333333333;0.727777778;1;0.438888889;0.555555556;0.638888889
0.68360864;0.795425667;0.894218551;0.443138501;0.712833545;0.283672173;0.972681067;1
0.896057348;0.842293907;1;0.103942652;0.193548387;0.566308244;0.899641577;0.64516129
0.108695652;0.142028986;0.245652174;0.221014493;0.858695652;0.323913043;1;0.166666667
0.253807107;0.395939086;0.203045685;0.370558376;0.182741117;0.802030457;0.38071066;1
0.55401662;0.324099723;0.166204986;0.282548476;0.448753463;0.218836565;0.695290859;1
0.398408813;0.957772338;0.782129743;0.604651163;1;0.369645043;0.64504284;0.82252142
0.981426278;0.542880073;0.652258656;0.394863563;0.362302224;0.665902316;0.791217611;1
0.638150903;0.519659936;0.530286929;0.75664187;0.448459086;0.516471838;1;0.705632306
1;0;0.2;0.15;0.54;0.26;0.25;0.16
1;0.889132821;0.672667398;0.470581778;0.545883644;0.527881449;0.729967069;0.966410538
1;0.634376178;0.481718809;0.323030531;0.39917075;0.307199397;0.52016585;0.42027893
1;0.468;0.64;0.524;0.648;0.524;0.5;0.852
1;0.439450687;0.448189763;0.525593009;0.02247191;0.328339576;0.219725343;0.553058677
0.773716211;0.997582595;0.791077577;0.652552927;0.585231851;0.648743682;1;0.813053989
0.590829948;0.620816405;0.444186496;0.359837493;0.569549236;0.625266009;1;0.767653318
0.476190476;0.222857143;0.495238095;0.554285714;0.88952381;0.2;0.478095238;1
0;0.735849057;0;0.830188679;0;1;0;0.301886792
0.948297977;1;0.496299951;0.67824371;0.659003453;0.710409472;0.757671436;0.721460286
1;0.26;0.4;0.486666667;0.12;0.7;0.5;0.44
1;0.8881253;0.657183954;0.791913057;0.648393799;0.638325076;0.774013105;0.702253476
0.833501514;0.691220989;0.56407669;0.630676085;0.290110999;0.75580222;1;0.636730575
0.669172932;0.457811195;0.43358396;0.740183793;0.299916458;0.461152882;0.796992481;1
1;0.912319645;0.974472808;0.499445061;0.418423973;0.349611543;0.557158713;0.600443951
1;0.781680441;0.165289256;0.880853994;0.6184573;0.723829201;0.691460055;0.67768595
0.768313458;1;0.102214651;0.049403748;0.214650767;0.178875639;0.812606474;0.475298126
0.996020109;1;0.79451194;0.760997067;0.7934646;0.682656054;0.893590281;0.927314621
0.777777778;0.435555556;0.444444444;1;0.16;0.526666667;0.446666667;0.511111111
0.676470588;0.964228935;1;0.670111288;0.414149444;0.542925278;0.438791733;0.912559618
1;0.783333333;0.6;0.29;0.716666667;0.7;0.67;0.93
0.395778364;0.517150396;1;0.498680739;0.427440633;0.345646438;0.398416887;0.691292876
1;0.947856747;0.723889389;0.583876221;0.806587428;0.816844549;0.842409384;0.658162381
0.70754894;0.685283632;1;0.682531741;0.494027144;0.71005066;0.594846457;0.71880668
0.501253133;0.588972431;1;0.110275689;0.5839599;0.526315789;0.56641604;0.245614035
0.15595758;0.439176544;0.660012477;0.761696818;0.772925764;1;0.532127261;0.849033063
0.482450103;0.484514797;0.426015141;1;0.395732966;0.79559532;0.293874742;0.349621473
0.23923445;0.499202552;0.09569378;0.023923445;0.172248804;0.208931419;1;0.993620415
0;0.85326087;0.434782609;0.081521739;0.293478261;1;0.543478261;0.445652174
0.789777778;1;0.971555556;0.497333333;0.718222222;0.957777778;0.87;0.674
0.433097562;0.487227451;1;0.611620974;0.668498276;0.496171158;0.641024142;0.701525691
1;0.780487805;0.532150776;0.869179601;0.756097561;0.465631929;0.55654102;0.727272727
0.477469671;0.576256499;0.20797227;0.163778163;0.124783362;0.546793761;1;0.639514731
0.518998273;0.810880829;1;0.727979275;0.325561313;0.499136442;0.390328152;0.594991364
0.793902439;0.476829268;0.803658537;0.407317073;0.875609756;0.736585366;0.826829268;1
0.582623509;1;0.748154458;0.44548552;0.203861442;0.17149347;0.391822828;0.567859171
1;0.705821918;0.617579909;0.696689498;0.645547945;0.851940639;0.684703196;0.875913242
0.642191142;0.501165501;1;0.321678322;0.397435897;0.306526807;0.672494172;0.439393939
0.774041695;1;0.926025555;0.439811701;0.567585743;0.441829186;0.77605918;0.518493611
0.952755906;0.795931759;0.74671916;0.848425197;0.753937008;1;0.608923885;0.720472441
0.499307287;0.498753117;0.455435485;0.676457006;0.557125704;1;0.667497922;0.481573843
0.650005929;1;0.553895411;0.216233843;0.110696075;0.08881774;0.392802087;0.287738646
0.883650953;0.748378469;0.866265463;0.611166834;1;0.991039786;0.973253093;0.642393848
0.864527193;0.560754532;1;0.834762371;0.457373836;0.582680059;0.682386085;0.996080353
0.14619883;0.114035088;0.058479532;0.298245614;0.421052632;1;0.514619883;0.33625731
1;0.56;0.228571429;0.497142857;0.205714286;0.451428571;0.502857143;0.657142857
0.90628328;1;0.595314164;0.727369542;0.879659212;0.419595314;0.481363152;0.838125666
0.841832561;0.725661304;0.442777929;0.635396782;0.536951186;0.530315426;0.901008999;1
1;0.572569907;0.37150466;0.444740346;0.62183755;0.804260985;0.902796272;0.764314248
0.366494985;0.413662239;0.882081865;0.650040661;0.695852535;0.534291136;0.822987259;1
0.810819836;0.855902488;1;0.827350142;0.356653865;0.429954917;0.900818167;0.553013859
0;0;0;0;0;0;0;0
0.458184239;0.455854207;1;0.88399767;0.779895149;0.481068486;0.505367396;0.570275443
0.732489313;0.945741532;0.751561986;0.735942124;0.71736271;0.596349885;0.961361394;1
0.431778929;0.742659758;1;0.502590674;0.495682211;0.725388601;0.563039724;0.452504318
0;0;0;0;0;0;0;0
1;0.26;0.266666667;0.1;0.24;0.526666667;0.166666667;0.326666667
0.746031746;0.963394882;0.730806608;0.851959832;0.633948818;0.664075154;1;0.775510204
0.730994152;0.915204678;0.292397661;0.254385965;0.576023392;1;0.880116959;0.33625731
1;0.448571429;0.285714286;0.54;0.82;0.451428571;0.86;0.748571429
0.402795426;0.977975434;0.5158831;0.479881406;0.334603981;0.244811521;0.701397713;1
0.754137995;0.720476102;0.768458248;0.681048912;0.60442626;0.557188023;0.639389994;1
0.61176913;0.654822335;0.938146268;1;0.641285956;0.568151908;0.792630194;0.767437488
0.368700265;0.357500737;0.953138815;0.937813145;1;0.534335396;0.53256705;0.44945476
1;0.382490438;0.152571186;0.080322992;0.083722907;0.290267743;0.981300467;0.982575436
0.212765957;1;0.255319149;0.063829787;0;0.225531915;0.106382979;0.208510638
0.842151871;0.857648882;0.782156298;0.653088333;0.572282488;0.587558114;1;0.798538853
0.318471338;1;0.127388535;0.280254777;0.687898089;0.165605096;0.961783439;0.834394904
0;0;0;0;0;0;0;0
0.686453577;0.417047184;0.789954338;0.99543379;0.382039574;1;0.878234399;0.698630137
0.39893617;0.207446809;0.159574468;0.194148936;0.239361702;0.279255319;1;0.218085106
0.907608696;0.708333333;0.217391304;0.132246377;0.163043478;0.286231884;1;0.416666667
0.470219436;0.36677116;1;0.68338558;0.730407524;0.495297806;0.39184953;0.257053292
0.887795276;0.385826772;0.549212598;0.458661417;0.529527559;0.568897638;0.592519685;1
0.746268657;0.584577114;0.497512438;0.470149254;0.713930348;0.78358209;1;0.815920398
0.316455696;0;0.379746835;0.183544304;0.227848101;1;0.474683544;0.101265823
0.76424581;0.801489758;0.594785847;0.476350093;0.581750466;0.548230912;1;0.665549348
0.474644448;0.432840109;0.516161471;1;0.691136331;0.649331993;0.710242781;0.812526936
0.742115028;0.435992579;1;0.243042672;0.599257885;0.098330241;0.745825603;0.547309833
0.809716599;0.951417004;0.890688259;1;0.510121457;0.639676113;0.506072874;0.995951417
0.460349194;0.589364254;0.590697055;0.718512595;0.808743169;0.532320405;1;0.869652139
0.811565484;0.606197082;0.604215457;1;0.475409836;0.691226806;0.601333093;0.667447307
0.352222222;1;0.584074074;0.775185185;0.558518519;0.467037037;0.474074074;0.449259259
0.995024876;0.781094527;0.39800995;0.721393035;0.358208955;0.52238806;1;0.980099502
0.933440514;0.578778135;0.725401929;1;0.282958199;0.498392283;0.508360129;0.827652733
0.343730505;0.219588272;0.473487211;0.516531503;0.840299439;1;0.907673113;0.214597629
0.496453901;0.721985816;0.934751773;0.391489362;0.839716312;0.29787234;0.853900709;1
0.248756219;0.975124378;0.7960199;0.218905473;0.447761194;0.52238806;1;0.164179104
0.853658537;0.285365854;0.536585366;0.956097561;0.43902439;0.897560976;0.429268293;1
0.212765957;1;0.595744681;0.557446809;0.689361702;0.446808511;0.319148936;0.489361702
1;0.838290788;0.562708102;0.474139845;0.275027747;0.495782464;0.757602664;0.860710322
0.798051373;0.831709477;0.883968113;0.965456156;0.699734278;0.488928255;1;0.740478299
0.824313725;0.829019608;0.610980392;0.729411765;1;0.432941176;0.984313725;0.810196078
0;0;0;0;0;0;0;1
0.499570418;0.390522768;1;0.757782037;0.873306457;0.347366334;0.520785143;0.483246316
0;0.376199616;0.765834933;0.389635317;1;0.101727447;0.52975048;0.629558541
0.903278689;0.513114754;0.52295082;1;0.913114754;0.344262295;0.53442623;0.698360656
1;0.2925;0.9475;0.8725;0.405;0.395;0.565;0.4925
0;0;0;0;0.692307692;1;0;0
0.424872666;0.298811545;1;0.302207131;0.434210526;0.167232598;0.447368421;0.166808149
0.523938748;0.735801512;0.541771661;1;0.462880403;0.942430704;0.719906959;0.883504555
0.542536116;0.235553772;0.064205457;0.069823435;0.122391653;0.20024077;0.644462279;1
0.363043478;0.425362319;0.564492754;0.547826087;0.689855072;0.304347826;1;0.700724638
0;0;0;0;1;0;0;0.888888889
1;0.78;0.4;0;0.36;0;1;0.98
0.315318302;0.480106101;0.430371353;0.37566313;1;0.339854111;0.582559682;0.424071618
0.7;0.883870968;0.901075269;1;0.482795699;0.423655914;0.566666667;0.758064516
0.56980057;0.891737892;0.56980057;0.538461538;0.766381766;0.675213675;1;0.886039886
0;0;0;0;0;0;0;0
0;0;0.927152318;0.19205298;0.357615894;0.17218543;1;0.437086093
0.080676718;0.26573829;0.431925423;0.720796409;1;0.514098285;0.470710093;0.260329152
1;0.888996295;0.659255679;0.44014822;0.607378766;0.647816981;0.990494603;0.70517158
0.367593078;0.595175669;0.690613529;0.716308338;0.414263241;0.537493445;1;0.696381751
0.62259887;0.840677966;0.405649718;0.673446328;0.609039548;0.415819209;0.963841808;1
0.821312658;0.522178146;0.71619185;0.510998918;0.631265777;0.578074288;1;0.875045078
0.196850394;0.51312336;0.523622047;0.724409449;0.282152231;1;0.427821522;0.45144357
1;0.832710849;0.735168939;0.632328672;0.576999913;0.618605055;0.793364023;0.955528533
0.739092757;0.533446655;1;0.97496917;0.461953805;0.390660934;0.575442456;0.848081858
0.526315789;1;0.630075188;0.589473684;0.189473684;0.434586466;0.415037594;0.912781955
0.31553578;0.32647386;0.159065628;0.498331479;0.196329255;0.092510197;0.358175751;1
1;0.780487805;0.310421286;0.450110865;0;0.290465632;0.445676275;0.762749446
0.738667478;1;0.294493459;0.066321874;0.303163979;0.391694554;0.878004259;0.623516885
0.363196126;0.569007264;0.581113801;0.668280872;1;0.891041162;0.607748184;0.675544794
0.723097113;0.410761155;0.418635171;0.762467192;0.871391076;1;0.724409449;0.796587927
