1h;4h;7h;10h;13h;16h;19h;22h
0.612222222;1;0.51;0.581111111;0.298888889;0.466666667;0.781111111;0.674444444
0;0;0.8;0;0.72;0;1;0
0.694444444;0.8125;0.833333333;0.506944444;1;0.548611111;0.347222222;0.569444444
1;0.978000647;0.795939825;0.865011323;0.386282756;0.590909091;0.647444193;0.818181818
0.932806324;0.640880858;0.69904009;0.82891022;0.810841333;0.682665161;0.878599661;1
0.460122699;0.599693252;0.642638037;0.556748466;0.743865031;0.725460123;1;0.904907975
0.597609562;0.856573705;0.914342629;0.926294821;0.858565737;0.62749004;1;0.848605578
0.833333333;0.325;1;0.85;0;0;0.833333333;0.816666667
0.427350427;1;0.170940171;0;0;0;0.213675214;0.136752137
0.778419924;0.685474261;0.830135844;1;0.853610582;0.6810653;0.804397045;0.982662059
0.427622212;0.482676792;0.86236355;1;0.707166588;0.373991457;0.643094447;0.52918842
0.163934426;0.321311475;0.295081967;0.357377049;1;0.214754098;0.7;0.563934426
0.480274107;0.467351933;0.562799804;0.738325991;1;0.540283896;0.958100832;0.850611845
0.510204082;1;0.714285714;0.147959184;0.183673469;0.270408163;0.510204082;0.418367347
0.94499179;0.642857143;1;0.787356322;0.67816092;0.47454844;0.967980296;0.565681445
0.269061584;0.478250244;1;0.472385142;0.662512219;0.147605083;0.558162268;0.585043988
0.527009223;0.051383399;1;0.440052701;0.071146245;0.727272727;0.363636364;0.324110672
0.572519084;0.446564885;0.458015267;0.5;0.618320611;0.301526718;0.767175573;1
0.31558669;0.904728546;1;0.162872154;0.169877408;0.119789842;0.465849387;0.585639229
0.910964055;0.670927959;0.522334186;0.968265905;0.391487442;1;0.517070236;0.569559332
1;0.086474501;0.133037694;0.064301552;0.279379157;0.407982262;0.501108647;0.762749446
0.610108303;0.44133574;1;0.911552347;0.469765343;0.747292419;0.83799639;0.458483755
0;0;0;0;0;0;0;0
0.319488818;1;0.830670927;0.974440895;0.517571885;0.418530351;0.961661342;0.891373802
0;0;0;0;0;0;0;0
0.285171103;0;0.266159696;0.30418251;0.171102662;1;0.382129278;0.311787072
0.93056672;0.955486334;0.818327974;0.768086817;0.772106109;0.84766881;0.882536174;1
0.746268657;0.781094527;0.199004975;0.218905473;0.71641791;0.263681592;1;0.651741294
0.664850136;0.626362398;0.577997275;0.396117166;0.862057221;0.644414169;1;0.63113079
1;0.665680473;0.162721893;0.053994083;0.093195266;0.505177515;0.593934911;0.593934911
0.57385399;0.946943973;1;0.271222411;0.601867572;0.535229202;0.660441426;0.327249576
0.452309237;0.736696787;0.711596386;0.766064257;0.761546185;0.402359438;0.869226908;1
0.848948638;0.725749741;0.806480524;0.505963461;0.573043778;0.784488108;1;0.882730093
0.494192799;1;0.579558653;0.480836237;0.56271777;0.580139373;0.772357724;0.885598142
0.519031142;0;0.553633218;0.453287197;0.435986159;1;0.346020761;0.283737024
0;0;0.980392157;1;0.705882353;0;0.735294118;0.480392157
1;0.565071203;0.955498418;0.454113924;0.461629747;0.602848101;0.590585443;0.729628165
1;0.703629704;0.830835831;0.75957376;0.603729604;0.691308691;0.936063936;0.835164835
0.357873211;1;0.856850716;0.609406953;0.367075665;0.483640082;0.513292434;0.519427403
0.542359768;0.741586074;0.208510638;0.303675048;0.791876209;0.487814313;1;0.488201161
0.702020202;0.570707071;0.548821549;0.399551066;0.8664422;0.663860831;1;0.496632997
1;0.284287012;0.217983651;0.211625795;0.178928247;0.477747502;0.387829246;0.386920981
1;0.840659341;0.687812188;0.392107892;0.367632368;0.380619381;0.639360639;0.466533467
1;0.297811608;0.398667935;0.082778306;0.119885823;0.225499524;0.238820171;0.265461465
0.101626016;0.398373984;0.68902439;0.827235772;0.292682927;0.266260163;0.459349593;1
0.902674946;1;0.765225699;0.683663721;0.355863387;0.618223071;0.578337712;0.724385001
0.903370069;1;0.455997444;0.415428845;0.447372624;0.83532982;0.629292445;0.720172496
1;0.93279615;0.823233171;0.825359521;0.602764255;0.641150467;0.83828549;0.996306866
1;0.585060937;0.559303933;0.521296645;0.649641915;0.627340118;0.893893705;0.81882146
0;0;1;0.733333333;0.6;0.433333333;0.416666667;0.266666667
0.513092979;0.935483871;0.84857685;0.606451613;0.524478178;0.438709677;1;0.572296015
0.287492023;0.861518826;1;0.171665603;0.166241225;0.109125718;0.432354818;0.611997447
0.854700855;1;0.341880342;0;0.153846154;0.452991453;0.427350427;0.282051282
0.833333333;0;1;0;0.3;0.433333333;0.416666667;0.266666667
0.664944649;0.49095941;0.858118081;0.729335793;0.622693727;0.518819188;1;0.502214022
0.561797753;0.817014446;0.672552167;0.37399679;0.345104334;0.210272873;0.645264848;1
0.780066932;0.863522276;1;0.819180088;0.491947291;0.552394896;0.671825978;0.730391132
0.192678227;0.452793834;1;0.308285164;0.379576108;0.202312139;0.387283237;0.443159923
0.793832599;1;0.22907489;0.614977974;0.205286344;0.53215859;0.177092511;0.245814978
0.625173467;0.906883153;1;0.534415765;0.545656397;0.54704413;0.675548154;0.532334166
1;0.80142556;0.709466921;0.334103002;0.400160626;0.649031222;0.861560084;0.900311214
0.833333333;0.216666667;0.666666667;0.966666667;0.5;0.877777778;0.977777778;1
0.684931507;0;0.273972603;1;0;0.356164384;0.684931507;0.671232877
0.455323703;0.369894774;0.181558766;0.378455502;0.41305511;0.740502943;0.684679864;1
1;0.469061876;0.556886228;0.493013972;0.608782435;0.473053892;0.351297405;0.556886228
1;0.601434426;0.429303279;0.149077869;0.257684426;0.390368852;0.411372951;0.680327869
0.571537291;0.228310502;0.020294267;0.110603754;0.095636733;1;0.082699137;0.19964485
0;0;0;0;1;0;0;0
1;0.98;0.7;0.365;0.09;0.525;0.5;0.74
1;0.869429923;0.581404033;0.274022903;0.492718447;0.650921085;0.882374907;0.44386358
0.570414965;0.496452376;1;0.899806493;0.250913782;0.587615567;0.523328316;0.401849065
1;0.557774608;0.654778887;0.684736091;0.409415121;0.44935806;0.465049929;0.654778887
1;0.209054594;0.504660453;0.406125166;0.334221039;0.490013316;0.535286285;0.567243675
0.491159136;1;0.314341847;0.086444008;0.106090373;0.05108055;0.147347741;0.709233792
0.689131467;0.724252492;0.918841955;1;0.511153299;0.536307546;0.476506882;0.910299003
1;0.230317274;0.305522914;0.47826087;0.231492362;0.432432432;0.531139835;0.867215041
0.491608678;0.528448629;0.63733115;0.791240278;0.507163324;0.39787147;0.349160868;1
0.327600328;0.832923833;0.441441441;0.285831286;1;0.473382473;0.616707617;0.886158886
0;0;0;0;0;0;0;1
1;0.934713376;0.904458599;0.448031268;0.647075854;0.639114071;0.791980313;0.58149971
0;0;0.4;0;0;0.52;1;0
0.626499739;1;0.749608764;0.371413667;0.487219614;0.493479395;0.588941054;0.521648409
0.511925043;1;0.017035775;0.062180579;0.045996593;0.380749574;0.063884157;0.404599659
1;0;0.133333333;0.386666667;0.36;0.873333333;0.833333333;0.766666667
0.997400347;0.915944541;0.882149047;0.541594454;0.404679376;0.500866551;1;0.837954939
0.9375;0.98125;1;0.81875;0.225;0.49375;0.94375;0.5125
0.380139152;0.495256167;0.631246047;0.202403542;0.41998735;0.282732448;1;0.456040481
0;0.475609756;0.243902439;0.707317073;0.43902439;0.317073171;0.609756098;1
0.137362637;0.429945055;0.383241758;0.458791209;0.29532967;0.82967033;1;0.203296703
0.94579811;0.58378916;0.873694679;0.70114371;1;0.94082546;0.611636002;0.782695177
1;0.321974148;0.023501763;0.35840188;0.294947121;0.525264395;0.531139835;0.424206816
1;0.781624501;0.824234354;0.387483356;0.215712383;0.524633822;0.434087883;0.567243675
0;0;0.487804878;0;0.87804878;0.317073171;0.609756098;1
1;0.894285714;0.457142857;0.248571429;0.562857143;0.6;0.574285714;0.422857143
0.808636222;0.528735632;0.722429326;0.431189811;0.482447965;1;0.534016775;0.264833799
0.329433272;0.715539305;0.357586837;0.457038391;0.466179159;0.288117002;1;0.755393053
0.584541063;0.504025765;0.233091787;0.35668277;0.31078905;0.42310789;1;0.706119163
1;0.586178185;0.26561199;0.253955037;0.238967527;0.240632806;0.417985012;0.587010824
0.781629116;0.814558059;0.760831889;0.982668977;0.311958406;0.864818024;1;0.710571924
1;0;0;0.15;0;0;0.5;0.16
0.253464819;0.646588486;0.648987207;0.615938166;1;0.413113006;0.521588486;0.493869936
0.319858156;0.527659574;0.240425532;0.515602837;0.445390071;0.503546099;0.516312057;1
0.301241068;0.4268522;0.750658142;1;0.614516736;0.415193682;0.632192554;0.487025197
0;0;0;0.114503817;0;1;0;0.122137405
0.561723447;0.650901804;1;0.614428858;0.676352705;0.473947896;0.769338677;0.643887776
0.892930679;0.617707618;1;0.857927248;0.751544269;0.956074125;0.602608099;0.821551132
1;0.86775869;0.745705154;0.574710348;0.143427887;0.304434678;0.536356372;0.530563324
0.941176471;1;0.461909354;0.784956606;0.406943105;0.595467695;0.871263259;0.901157184
1;0;0;0;0;0.13;0.375;0.575
1;0.785;0.6;0.655;0.54;0.13;0.625;0.41
0.609756098;0;0.731707317;0.707317073;0;0.317073171;0.914634146;1
0.609756098;0.796747967;0.243902439;0.947154472;0.219512195;0.105691057;0.508130081;1
0.862805929;0.858784327;1;0.81144433;0.443525221;0.419740319;0.418131679;0.843961852
0.855949567;0.903546099;0.78179669;0.797005516;0.314105595;0.31891253;0.284791174;1
0.519930676;0.067590988;0.587521664;0.45407279;0.341421144;0.363951473;1;0.36915078
0.892980437;0.697928654;0.539700806;0.67721519;0.692174914;0.635212888;0.765247411;1
0;0;0;0;0;0;0;0
0.671785029;0.30134357;0.307101727;0.418426104;1;0.251439539;0.289827255;0.817658349
1;0.3925;0.35;0.3275;0.4925;0.7225;0.25;0.2875
0;0;0.37037037;0.537037037;1;0;0.925925926;0.296296296
1;0.783333333;0.666666667;0.776666667;0.6;0.526666667;0.753333333;0.6
0.92777491;1;0.750232318;0.367630356;0.434692824;0.538616417;0.74883841;0.504439855
0.164744646;0.192751236;0.591433278;0.431630972;0.443163097;0.433278418;0.744645799;1
1;0.586487907;0.288643533;0.439274448;0.250262881;0.621713985;0.494742376;0.620662461
0.763358779;0;0.305343511;0.335877863;0.41221374;1;0.572519084;0.122137405
0;0;0.8;0;0;0;1;0
0.318471338;1;0.25477707;0.464968153;0.114649682;0.834394904;0.159235669;0.312101911
0.23255814;1;0.788372093;0.844186047;0.293023256;0.73255814;0.290697674;0.344186047
0.665706052;0.919530038;1;0.889159832;0.640656174;0.297051652;0.634227444;0.563289736
0;0;0;0;0;0;0;0
0;0;0.4;0.44;0.18;0;1;0.66
0;0;0;0;0;0;0;0
0;0;0;0.576923077;0.692307692;1;0;0.615384615
0.518343143;0.666725672;1;0.707394787;0.806434482;0.396557065;0.735186087;0.568792318
1;0.78;0;0;0;0;0.5;0.98
0.606585789;0.339688042;0.311958406;0.403812825;0.435008666;0.54592721;1;0.653379549
0;0;0.506329114;0;0.455696203;1;0.316455696;0.202531646
0.748691099;0.994764398;1;0.673896784;0.214659686;0.510845176;0.994764398;0.613313388
0.701225919;0.616812609;1;0.956917688;0.861646235;0.929597198;0.861295972;0.637478109
0.719578409;1;0.956244011;0.264452252;0.332481635;0.486745449;0.400830406;0.450335356
1;0.761782787;0.746413934;0.90829918;0.597848361;0.592213115;0.603995902;0.68852459
1;0.241167435;0.705069124;0.24577573;0.138248848;0.201228879;0.500768049;0.353302611
0.518000661;0.646262248;1;0.76318397;0.64439062;0.445557635;0.718374986;0.58119564
0.636608863;0.723699422;1;0.699807322;0.719460501;0.455876686;0.570712909;0.650867052
1;0;0;0;0;0;0.5;0
0.582407897;0.537986956;0.475057289;0.309888948;0.370350784;0.22228098;0.769610435;1
0.654356846;0.730705394;0.604564315;0.584854772;0.6406639;0.572406639;0.650829876;1
1;0;0.8;0;0.36;0;0.5;0
0.712643678;0.725835946;0.763975967;0.516327064;0.323667712;0.648772205;0.573667712;1
0.587606757;0.593325558;0.789344972;1;0.593739418;0.658489785;0.574024606;0.851235938
0.636967349;0.60653016;0.541228556;0.273381295;0.954067515;0.567238517;1;0.69839513
0.294985251;1;0.196656834;0.871189774;0.317600787;0.56833825;0.395280236;0.708947886
0;0;0;0;0;0;0;0
0.33557047;0.351230425;0.624161074;0.715883669;0.601789709;1;0.955257271;0.476510067
0.491803279;0.127868852;0.196721311;0.285245902;1;0.173770492;0.740983607;0.590163934
0;0;0;0;0;0;0;0
1;0.714161599;0.814943527;0.972198089;0.327541268;0.524761077;0.501303215;0.641181581
0.8;0;0.32;0.12;0.288;0.84;1;0.528
0;0;0;0;0;0;1;0
0.737307226;0.800207936;0.81285739;0.793103448;0.805752902;0.428002079;0.908854618;1
0.659834065;0.611029771;0.487066862;0.567593948;0.306490971;0.500244021;0.845290386;1
0.74296875;0.932421875;0.530078125;0.590234375;0.575;0.338671875;1;0.909375
0.495431472;0.476649746;0.075888325;0.103299492;0.359898477;0.353553299;1;0.53680203
1;0.857039711;0.653429603;0.758844765;0.561732852;0.746329723;0.899879663;0.765583634
0.398406375;0.155378486;0.717131474;0.406374502;0.856573705;0.521912351;1;0.784860558
0;0;0.8;0.58;0.36;0;1;0.66
0;0;0;0;0;0;1;0
1;0.677580466;0.500665927;0.448390677;0.553940067;0.472475028;0.910765816;0.902552719
0;0;0;0;0;1;0;0
0;0.713636364;1;0.659090909;0.654545455;0.359090909;0.8;0.372727273
0.678195489;1;0.810526316;0.502255639;0.243609023;0.276691729;0.415037594;0.296240602
0.555268022;0.477264325;0.339371534;0.526432532;0.238817006;0.602218115;0.361922366;1
0.344488189;0.962598425;0.510826772;0.186023622;0.406496063;0.336614173;0.913385827;1
0.156445557;0.220275344;0.474968711;0.745932416;1;0.904255319;0.706508135;0.564455569
0.643958869;0.402313625;0.435732648;0.709511568;0.83033419;0.676092545;1;0.948586118
0.263990624;0.275124524;1;0.570465866;0.410196308;0.43891005;0.485203633;0.341048931
0.228196846;0.988979669;0.493064792;0.441763253;0.927797834;0.254607638;0.534106023;1
0;0.228739003;0.293255132;0.683284457;1;0.384164223;0.442815249;0.91202346
0.754563378;0.766583985;0.374546842;0.506455511;0.653119634;0.397761241;0.617693824;1
0.994323557;1;0.566698202;0.563859981;0.424787133;0.472090823;0.736045412;0.837275307
0.905236908;1;0.99563591;0.969451372;0.380299252;0.639027431;0.798004988;0.480673317
0.321199143;0.41862955;0.684154176;0.295503212;1;0.366167024;0.483940043;0.438972163
0.348837209;1;0.558139535;0.472093023;0.08372093;0.244186047;0.351162791;0.381395349
1;0.852994555;0.072595281;0.105263158;0.261343013;0.190562613;0.546279492;0.208711434
0.859162039;0.954736665;0.866565708;0.738515901;1;0.729597846;0.95002524;0.802793202
0;0;0;0;0.476821192;0.523178808;1;0.105960265
0.654181185;0.869337979;1;0.177264808;0.336236934;0.229094077;0.546602787;0.25
1;0.87426557;0.421856639;0.188014101;0.063454759;0.401880141;0.383078731;0.28907168
1;0.628;0.32;0.06;0.144;0.316;0.604;0.592
0.622261693;0.301361753;0.425695678;0.36116045;0.850207223;0.171107164;0.772646536;1
0;0;0;0;0;0;0;1
0.777161863;0.390243902;0.177383592;0.016629712;0.099778271;0.436807095;0.751662971;1
0.522648084;0.271777003;0.557491289;0.606271777;1;0.825783972;0.787456446;0.229965157
0.632911392;0;0;0.189873418;0.227848101;1;0;0.620253165
1;0.628280454;0.203290247;0.603211908;0.365844105;0.813160987;0.15746181;0.507246377
0.373134328;0.097014925;0.149253731;0.072139303;0.223880597;0.457711443;1;0.529850746
0.597609562;0.625498008;0.796812749;0.752988048;0.573705179;0.629482072;1;0.262948207
0.712930012;0.882562278;0.946619217;1;0.511269276;0.84223013;0.62514828;0.544483986
0.621167883;1;0.816058394;0.477372263;0.091970803;0.575182482;0.879562044;0.957664234
0.544662309;0.681917211;1;0.474945534;0.4291939;0.745098039;0.492374728;0.392156863
0.237529691;0.650831354;0.380047506;1;0.467933492;0;0.418052257;0.54631829
1;0;0;0.3;0.36;0;0;0.98
0;1;0;0;0.461538462;0;0;0
0;0;0;0.232;0.288;0.208;1;0.392
1;0.568058076;0.471869328;0.368421053;0.422867514;0.811252269;0.410163339;0.44646098
0.600936101;0.589336589;0.040700041;0.896011396;0.127798128;1;0.051078551;0.36039886
0.253807107;0.395939086;0.406091371;0.076142132;1;0.269035533;0.38071066;0.248730964
0.443516783;0.686829102;0.901346056;0.881410803;0.850400409;0.528369399;0.615777816;1
0.788058617;1;0.674458036;0.652900569;0.59573695;0.681119051;0.814460458;0.849824391
0.839456869;1;0.78115016;0.336261981;0.057507987;0.440894569;0.46086262;0.458466454
0.318471338;1;0.76433121;0.280254777;0;0.165605096;0.318471338;0.732484076
0;0;0;0;0;0;1;0
0.760831586;0.543501048;1;0.762884347;0.370108316;0.558962264;0.609407757;0.893649546
1;0;0.4;0;0;0;0.333333333;0.326666667
0.46419295;0.319480519;1;0.372170686;0.293135436;0.341372913;0.39109462;0.261595547
0.469839142;0.524798928;0.160857909;0.389410188;0.337131367;0.387399464;0.403485255;1
0.416518122;1;0.806298277;0.62150921;0.842543078;0.249554367;0.596553773;0.545454545
0.767049808;0.749425287;0.887356322;0.668199234;0.688122605;0.98697318;1;0.803831418
0.99328084;0.957270341;0.970288714;0.977952756;0.655958005;0.998740157;0.906246719;1
0.371057514;0.363636364;0.814471243;0.619666048;1;0.584415584;0.558441558;0.395176252
0.843678161;0.899616858;0.764750958;0.980076628;0.88045977;0.885823755;1;0.879693487
0.863440345;1;0.490975882;0.213544162;0.54192621;0.436511739;0.749560773;0.801309695
0.685899748;0.64911648;0.547060945;0.584385142;0.569780022;0.355391273;1;0.66209881
0.889606893;0.885298869;0.462035541;0.555735057;0.4544965;0.962304793;1;0.91814755
1;0.26;0.4;0.096666667;0.12;0.086666667;0.416666667;0.273333333
0.272603486;0.607570806;0.4458061;0.637254902;0.483932462;0.336328976;0.430555556;1
0;0;0;0;0;0;0;0
0;0.78;1;0.29;0.18;0.26;0.5;0.98
0.694444444;0.541666667;0;0;1;0;0.347222222;0.458333333
0.501672241;0.391304348;1;0.678929766;0.779264214;0.528428094;0.505016722;0.384615385
0.459707724;0.343215031;1;0.400417537;0.247181628;0.362004175;0.419206681;0.294363257
1;0.26;0.533333333;0.293333333;0.24;0.173333333;0.5;0.326666667
0.88791423;0.701754386;1;0.8582846;0.49337232;0.71208577;0.538011696;0.636062378
0.730479202;0.618827536;0.942106543;0.819995135;1;0.735100949;0.879104841;0.638044271
0.303247111;0.323059989;1;0.6796918;0.257017061;0.419372592;0.400660429;0.270776004
1;0.953598753;0.724001133;0.651671862;0.590110513;0.55851516;0.751983565;1
0.311067961;0.319223301;1;0.654757282;0.467184466;0.47961165;0.53592233;0.420194175
0.660079051;0.722002635;1;0.498023715;0.662714097;0.242424242;0.760210804;0.388669302
0.953506098;0.71570122;0.410823171;0.930640244;0.314786585;0.460365854;0.822408537;1
1;0;0;0;0;0;0.5;0
0.248756219;0.194029851;0.298507463;0.39800995;0.893034826;0.589552239;1;0.773631841
0;0;0;0;0;0;0;0
0.182481752;1;0.437956204;0.423357664;0.065693431;0.094890511;0.182481752;0.178832117
1;0.166904422;0.199714693;0.248216833;0.128388017;0.637660485;0.858773181;0.537803138
0;0.475609756;0.487804878;0.890243902;0.658536585;0.317073171;0.304878049;1
0.958466454;1;0.955271565;0.325878594;0.172523962;0.670926518;0.801916933;0.942492013
0.710910265;0.661846352;0.533505487;1;0.44506133;0.793931569;0.751710781;0.654099419
0.469335605;1;0.935264055;0.346678024;0.213798978;0.649063032;0.363713799;0.237649063
0.593220339;0.33220339;0.406779661;0.516949153;0.244067797;0.355932203;0.298305085;1
0.76142132;0.994923858;0.203045685;0.147208122;0.182741117;0.269035533;0.893401015;1
0.426140758;0.363495746;0.880123743;1;0.583139985;0.385924207;0.71771075;0.443928848
1;0.448571429;0.571428571;0.457142857;0.562857143;0.3;0.574285714;0.657142857
0.215053763;0.547311828;0.644086022;1;0.560215054;0.367741935;0.377419355;0.405376344
0.758228954;0.512962424;1;0.926886105;0.439265948;0.880279639;0.899213516;0.787940577
1;0.804893906;0.579289556;0.490454519;0.415982032;0.538979845;0.78462084;0.823689343
1;0.932001537;0.924126008;0.535920092;0.741452171;0.742028429;0.930272762;0.651940069
0.595722663;0.782856157;0.6541911;1;0.346843739;0.389789583;0.454467058;0.771990341
1;0.955525606;0.640954495;0.474631362;0.455446329;0.597907087;0.763913112;0.760345648
1;0.748062683;0.701222662;0.352850009;0.630618219;0.724126055;0.911830549;0.544859652
0.653473684;0.774315789;1;0.208;0.090526316;0.210105263;0.401684211;0.421052632
0.946018893;0.55465587;0.525641026;1;0.496626181;0.939946019;0.694331984;0.740890688
1;0.741957332;0.844903488;0.48730105;0.461903149;0.551642398;0.696918388;0.62749746
0.313479624;0.736677116;1;0.545454545;0.394984326;0.166144201;0.39184953;0.206896552
1;0.78;0.6;0.15;0.72;0.79;0.5;0.49
0.312989045;0.735524257;1;0.226917058;0.505477308;0.247261346;0.824726135;0.179968701
0.203804348;0.638586957;0.569293478;0.55298913;1;0.392663043;0.614130435;0.379076087
1;0.734261501;0.785714286;0.457627119;0.836561743;0.843220339;0.607748184;0.724576271
1;0.636991369;0.610357583;0.706041924;0.637484587;0.537854501;0.742540074;0.719605425
1;0.455906822;0.996672213;0.725457571;0.59733777;0.961730449;0.960066556;0.572379368
0.724637681;0.851449275;0.942028986;0.789855072;0.52173913;0.760869565;1;0.297101449
0.979511971;1;0.376841621;0.210635359;0.156998158;0.254143646;0.941528545;0.377302026
0.428265525;0.54496788;0.534261242;0.591006424;0.480728051;0.169164882;0.832976445;1
0.615242778;0.998156116;1;0.312538414;0.667486171;0.371542717;0.424093423;0.705285802
0.509077705;0.511256354;1;0.664488017;0.795206972;0.477124183;0.63761801;0.666666667
0.723333333;1;0.332222222;0.565555556;0.697777778;0.525555556;0.947777778;0.637777778
0.714285714;0;1;0.521428571;0.257142857;0.378571429;0.357142857;0.471428571
0.662251656;0;0.264900662;0.57615894;0.119205298;0;1;0.218543046
0;0.435992579;1;0.215213358;0.499072356;0.341372913;0.372912801;0.090909091
1;0;0;0;0;0;0;0
0.883249837;0.707471139;0.73491614;0.623611414;0.390982357;0.784142888;0.983881507;1
0.743845642;0.798403194;0.845642049;0.631625638;0.609225992;0.413838989;0.862719006;1
0.667753408;0.603141672;1;0.882928275;0.414937759;0.576467101;0.528156491;0.694724363
1;0.624750499;0.518962076;0.231536926;0.215568862;0.105788423;0.301397206;0.359281437
0.253807107;0.796954315;0.710659898;0.664974619;0.730964467;0.401015228;0.893401015;1
1;0.740694006;0.663301788;0.666246057;0.434279706;0.38128286;0.664984227;0.965509989
0.555432373;0.347006652;0.641906874;0.209534368;0.179600887;0.553215078;0.55654102;1
1;0.938170347;0.377917981;0.223133544;0.135856993;0.248790747;0.90767613;0.403364879
0.407608696;0.532608696;0.434782609;0.513586957;0.633152174;1;0.682065217;0.980978261
0.789543349;0.867637326;0.922567836;0.692477388;0.87921906;0.443525259;0.855283477;1
0.366966383;0.571872553;0.740670447;0.23064696;0.52686769;0.30423952;0.584636189;1
0.638977636;1;0.830670927;0.696485623;0.230031949;0.504792332;0.482428115;0.523961661
1;0.350550964;0.316115702;0.079889807;0.185261708;0.199035813;0.466942149;0.812672176
0.608200456;0.416097191;1;0.209567198;0.422930904;0.598329537;0.55277145;0.149582384
1;0.598119859;0.844888367;0.580493537;0.633372503;0.462984724;0.589894242;0.443008226
0;0;0;0;0.36;0;1;0
0;0;0;0;1;0;0;0
0.877192982;0.228070175;0.058479532;0.298245614;0.105263158;1;0.219298246;0.286549708
0.563394683;1;0.877300613;0.683026585;0.422290389;0.510224949;0.693251534;0.888548057
0.83625731;0.719298246;0.416875522;0.625313283;0.51754386;0.54887218;0.974937343;1
0.599127006;0.732892143;0.581807941;0.626161645;0.495494227;0.651225007;1;0.706420727
1;0.781857451;0.188714903;0.3412527;0.179265659;0.702483801;0.149028078;0.562095032
0.550169109;0.474351747;0.973224352;0.622604284;0.9210823;1;0.827508455;0.614430665
0.725872225;0.318985048;0.895333031;0.513366561;0.45536928;1;0.511554146;0.869053013
0.84129119;1;0.671149966;0.39071957;0.22932078;0.424344317;0.675184936;0.429724277
0.770712909;0.753371869;1;0.811175337;0.44894027;0.404624277;0.435452794;0.568400771
0.953488372;0.661733615;0.549682875;0.644820296;0.454545455;1;0.742071882;0.553911205
0.578781513;0.287815126;0.755252101;0.56512605;1;0.69012605;0.843487395;0.326680672
1;0.857978076;0.714738124;0.513276492;0.249208283;0.333008526;0.482825822;0.415347138
0.678184282;0.556910569;0.500677507;0.56097561;0.498644986;0.569783198;0.833333333;1
0.446998723;1;0.560664112;0.37164751;0.137931034;0.369093231;0.673052363;0.334610473
0;0;0;0;0;0;0;1
0;0;0;0;0;0;0;0
0.803296465;0.738234656;1;0.475818694;0.525699414;0.438733463;0.756451963;0.583170679
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0.928151186;0.718666429;1;0.660723837;0.316812266;0.421643787;0.572651096;0.415047245
1;0.994555354;0.869328494;0.606170599;0.09800363;0.096188748;0.410163339;0.833030853
0.650222172;0.842656944;0.814173408;1;0.298621397;0.512020052;0.660476245;0.924575595
0.819018405;1;0.571574642;0.252556237;0.073619632;0.107361963;0.231083845;0.18404908
0.37456847;0.585155351;0.999424626;0.727272727;0.350978136;0.529344074;0.895281933;1
0.233074935;0.465116279;0.164857881;0.172609819;0.25994832;0.162790698;0.272351421;1
1;0.39;0.2;0.15;0.54;0.26;0.5;0.16
0.581395349;1;0;0.304651163;0.5;0.36744186;0;0.495348837
0.995506263;0.882971603;0.551582369;0.562673296;0.600822258;1;0.851802276;0.763361698
0.613496933;0.239263804;0.490797546;0.444785276;0.441717791;0.401840491;1;0.300613497
1;0.841781874;0.337941628;0.267281106;0.221198157;0.847926267;0.347158218;0.680491551
0;0.841201717;0.515021459;0.622317597;1;0.339055794;0.969957082;0.703862661
0;0;0;0;0;0;0;0
0.483396138;0.580664154;0.557112577;0.403791804;0.583490344;0.53850683;0.46985398;1
0.249066002;0.244084682;0.249066002;0.633872976;0.447073474;0.621419676;1;0.551681196
0.659929701;0.773725835;1;0.625659051;0.433655536;0.473198594;0.562390158;0.583479789
0.563230148;0.469771198;0.476069987;0.615666218;0.565437416;0.606944818;0.648452221;1
0.819672131;0.367681499;0.981264637;0.613583138;0.672131148;0.430913349;1;0.538641686
0.392857143;0.648083624;0.330139373;0.771777003;0.328397213;0.206445993;0.786585366;1
0.921593186;0.970440882;0.84005511;0.718937876;0.604834669;0.724073146;0.870616232;1
0.914634146;0.475609756;0.609756098;0.176829268;0.43902439;0.481707317;0.457317073;1
0.147492625;0.345132743;1;0.12979351;0.159292035;0.156342183;0.519174041;0.289085546
0.925330132;0.770468187;0.814885954;0.642016807;1;0.902280912;0.987995198;0.810804322
0.49745158;0.648318043;0.640927625;1;0.571865443;0.803771662;0.633027523;0.568297655
0.295202952;0.750553506;0.397785978;0.439852399;0.58302583;0.368265683;1;0.399261993
0.653605906;0.977853492;0.555366269;0.693356048;0.275411698;1;0.71266326;0.819420784
0.427350427;1;0.170940171;0;0;0;0.641025641;0.418803419
0.358744395;0.350672646;0.948878924;0.586547085;0.998206278;0.612556054;0.47264574;1
0.268336315;0.350626118;1;0.389982111;0.161001789;0.423971377;0.359570662;0.234347048
0.677200903;0.354401806;0.900677201;0.984198646;0.243792325;0.534988713;0.453724605;1
1;0.417771655;0.010332357;0.062510763;0.111245049;0.448079904;0.596349234;0.686068538
0.284495021;0.223328592;0.396870555;0.20625889;0.638691323;0.186344239;1;0.163584637
1;0;0.4;0.3;0.72;0.52;1;0.98
0.767109295;0.319713994;0.815117467;0.861082737;0.385086823;0.349336057;1;0.602655771
1;0.26045135;0.576026637;0.537550869;0.225675176;0.252682205;0.872733999;0.533851276
0;0;0.4;0.3;0.36;0.52;1;0.32
